,player_name_x,PA,HR,R,RBI,SB,BB_percentage,K_percentage,OBP,wRC+,BsR,WAR,pitches,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,whiffs,swings,takes
114,DJ LeMahieu,682,8,95,64,6,0.087,0.132,0.374,94,-4.5,1.8,2680,0.31,0.099,0.35100000000000003,0.409,0.348,0.33899999999999997,0.297,189,609,83.7,9.4,141,1106,1555
115,Daniel Descalso,398,10,47,51,4,0.121,0.22399999999999998,0.332,88,0.6,0.1,1580,0.233,0.163,0.28300000000000003,0.395,0.32299999999999995,0.306,0.215,80,344,81.3,16.9,150,639,935
116,Daniel Murphy,593,23,94,93,2,0.08800000000000001,0.13,0.384,136,-2.0,4.3,2224,0.322,0.221,0.341,0.5429999999999999,0.39899999999999997,0.368,0.298,172,534,85.2,20.2,140,1024,1145
117,Daniel Nava,214,4,21,21,1,0.121,0.17800000000000002,0.39299999999999996,119,-0.3,1.1,859,0.301,0.12,0.35700000000000004,0.42100000000000004,0.363,0.35700000000000004,0.278,55,183,82.8,17.1,63,354,501
118,Daniel Robertson,254,5,22,19,1,0.114,0.287,0.308,76,-1.3,0.1,1051,0.20600000000000002,0.11900000000000001,0.282,0.326,0.287,0.267,0.17600000000000002,45,218,80.1,13.0,106,434,611
119,Daniel Robertson,88,1,9,7,0,0.08,0.034,0.287,61,-1.7,-0.3,316,0.225,0.113,0.22399999999999998,0.33799999999999997,0.276,0.27,0.23800000000000002,18,80,81.1,-1.6,6,122,188
120,Danny Espinosa,295,6,30,31,4,0.071,0.369,0.245,41,-1.5,-1.0,1108,0.17300000000000001,0.105,0.261,0.278,0.23600000000000002,0.248,0.175,46,266,80.2,18.3,239,572,511
121,Danny Santana,178,4,19,23,7,0.045,0.23,0.243,51,2.1,-0.2,626,0.20199999999999999,0.155,0.244,0.35700000000000004,0.26,0.26,0.20600000000000002,34,168,80.1,12.1,96,345,273
122,Danny Valencia,500,15,54,66,2,0.08,0.244,0.314,95,-5.9,-0.4,2000,0.256,0.156,0.312,0.41100000000000003,0.316,0.297,0.237,115,450,83.8,14.0,256,856,1142
123,Dansby Swanson,551,6,59,51,3,0.107,0.218,0.312,66,1.6,0.1,2225,0.23199999999999998,0.092,0.292,0.324,0.289,0.29100000000000004,0.228,113,488,82.0,12.4,231,972,1214
124,Darwin Barney,362,6,34,25,7,0.05,0.177,0.275,58,-0.9,-0.6,1332,0.23199999999999998,0.095,0.27,0.327,0.264,0.251,0.22399999999999998,78,336,78.0,16.0,117,659,661
125,David Freese,503,10,44,52,0,0.115,0.231,0.368,100,-4.2,1.6,2096,0.263,0.10800000000000001,0.336,0.371,0.335,0.33899999999999997,0.252,112,426,82.8,10.2,209,900,1161
126,David Peralta,577,14,82,57,8,0.075,0.163,0.35200000000000004,104,1.2,1.8,2148,0.293,0.15,0.33299999999999996,0.444,0.349,0.309,0.253,154,525,82.6,11.7,227,1041,1096
127,Dee Gordon,695,2,114,33,60,0.036000000000000004,0.134,0.341,92,9.2,3.3,2397,0.308,0.067,0.354,0.375,0.318,0.254,0.237,201,653,75.7,6.9,186,1256,1087
128,Delino DeShields,440,6,75,22,29,0.1,0.248,0.34700000000000003,90,9.2,2.3,1814,0.26899999999999996,0.098,0.358,0.36700000000000005,0.311,0.255,0.191,101,376,76.7,12.5,165,707,1082
129,Denard Span,542,12,73,43,12,0.07400000000000001,0.127,0.32899999999999996,102,-0.6,1.2,2032,0.272,0.155,0.295,0.42700000000000005,0.331,0.317,0.268,135,497,79.7,14.4,105,887,1132
130,Derek Dietrich,464,13,56,53,0,0.078,0.21100000000000002,0.33399999999999996,99,1.5,1.5,1854,0.249,0.175,0.295,0.425,0.332,0.32299999999999995,0.247,101,405,80.8,19.9,169,851,964
131,Derek Fisher,166,5,21,17,3,0.102,0.325,0.307,82,-1.3,-0.1,669,0.212,0.14400000000000002,0.299,0.35600000000000004,0.298,0.292,0.214,31,146,81.4,8.2,84,265,400
132,Derek Norris,198,9,21,24,1,0.061,0.242,0.258,68,-0.8,0.1,751,0.201,0.179,0.214,0.38,0.276,0.29100000000000004,0.223,36,179,82.5,23.4,99,370,377
133,Deven Marrero,188,4,32,27,5,0.064,0.324,0.259,51,0.7,0.2,803,0.21100000000000002,0.12300000000000001,0.29600000000000004,0.33299999999999996,0.257,0.244,0.2,36,171,78.9,10.4,107,370,423
134,Devin Mesoraco,165,6,17,14,1,0.109,0.23,0.321,88,0.0,0.4,671,0.213,0.177,0.245,0.39,0.316,0.302,0.20600000000000002,30,141,78.7,17.9,84,325,341
135,Devon Travis,197,5,22,24,4,0.036000000000000004,0.193,0.29100000000000004,89,-0.1,0.6,747,0.259,0.17800000000000002,0.299,0.43799999999999994,0.311,0.337,0.285,48,185,82.3,18.3,66,352,391
136,Dexter Fowler,491,18,68,64,7,0.128,0.20600000000000002,0.363,121,1.9,2.7,1993,0.264,0.22399999999999998,0.305,0.488,0.368,0.355,0.266,111,420,81.9,16.5,190,848,1117
137,Didi Gregorius,570,25,73,87,3,0.044000000000000004,0.12300000000000001,0.318,107,3.1,3.9,2073,0.287,0.191,0.287,0.478,0.341,0.285,0.249,153,534,80.1,21.9,263,1205,857
138,Dixon Machado,181,1,17,11,1,0.055,0.177,0.302,64,-2.5,-0.5,677,0.259,0.06,0.311,0.319,0.276,0.265,0.23,43,166,80.1,7.5,59,274,400
139,Domingo Santana,607,30,88,85,15,0.12,0.293,0.371,126,3.2,3.3,2499,0.278,0.22699999999999998,0.363,0.505,0.379,0.354,0.263,146,525,82.4,12.5,371,1153,1331
140,Dominic Smith,183,9,17,26,0,0.077,0.268,0.262,73,-1.2,-0.6,742,0.198,0.198,0.218,0.395,0.285,0.324,0.243,33,167,84.3,13.7,105,362,379
141,Drew Butera,177,3,18,14,0,0.068,0.23199999999999998,0.284,60,1.4,0.2,720,0.22699999999999998,0.092,0.28600000000000003,0.319,0.27,0.251,0.212,37,163,79.3,20.0,70,329,390
142,Drew Robinson,121,6,11,13,0,0.11599999999999999,0.34700000000000003,0.314,96,-1.0,0.0,545,0.22399999999999998,0.215,0.305,0.439,0.32899999999999996,0.317,0.205,24,107,80.3,19.2,74,252,292
143,Dustin Garneau,126,2,10,9,0,0.095,0.28600000000000003,0.272,48,1.2,0.2,516,0.188,0.125,0.257,0.313,0.262,0.26,0.198,21,112,78.4,23.3,83,270,242
144,Dustin Pedroia,463,7,46,62,4,0.106,0.10400000000000001,0.369,102,-4.7,1.9,1857,0.293,0.099,0.315,0.392,0.33899999999999997,0.324,0.272,119,406,81.3,15.3,85,764,1072
145,Eddie Rosario,589,27,79,78,9,0.059000000000000004,0.18,0.32799999999999996,116,-0.6,2.5,2159,0.29,0.218,0.312,0.507,0.354,0.318,0.252,157,542,81.8,18.2,286,1184,961
146,Eduardo Escobar,499,21,62,73,5,0.066,0.196,0.309,96,3.0,1.6,2018,0.254,0.195,0.27899999999999997,0.449,0.327,0.326,0.249,116,457,80.4,20.8,236,1049,949
147,Eduardo Nunez,491,12,60,58,24,0.037000000000000005,0.11,0.341,112,2.1,2.2,1721,0.313,0.14800000000000002,0.33299999999999996,0.46,0.348,0.275,0.24600000000000002,146,467,80.5,13.8,150,911,802
148,Edwin Encarnacion,669,38,96,107,2,0.155,0.19899999999999998,0.377,132,-8.4,2.5,2884,0.258,0.245,0.271,0.504,0.38,0.391,0.267,143,554,83.7,17.8,313,1233,1632
149,Ehire Adrianza,186,2,30,24,8,0.086,0.134,0.324,84,3.6,1.0,722,0.265,0.11699999999999999,0.29100000000000004,0.38299999999999995,0.308,0.29,0.23,43,162,79.3,18.0,33,304,401
150,Elias Diaz,200,1,18,19,1,0.055,0.19,0.265,52,-2.7,-0.3,756,0.223,0.09,0.273,0.314,0.258,0.272,0.23800000000000002,42,188,80.6,15.2,74,390,366
151,Elvis Andrus,689,20,100,88,25,0.055,0.147,0.337,110,4.4,4.1,2547,0.297,0.174,0.325,0.47100000000000003,0.349,0.302,0.254,191,643,81.2,12.3,235,1200,1338
152,Ender Inciarte,718,11,93,57,22,0.068,0.131,0.35,100,2.3,3.0,2551,0.304,0.106,0.33899999999999997,0.409,0.335,0.28300000000000003,0.248,201,662,78.2,14.3,193,1326,1189
153,Enrique Hernandez,342,11,46,37,3,0.12,0.23399999999999999,0.308,92,3.2,1.3,1400,0.215,0.205,0.254,0.42100000000000004,0.316,0.303,0.214,64,297,81.8,18.9,166,651,738
154,Eric Hosmer,671,25,98,94,6,0.098,0.155,0.385,135,1.8,4.1,2585,0.318,0.179,0.35100000000000003,0.498,0.385,0.353,0.285,192,603,83.9,9.3,262,1210,1362
155,Eric Sogard,299,3,37,18,3,0.151,0.124,0.39299999999999996,108,-2.3,1.1,1236,0.272,0.10400000000000001,0.311,0.376,0.349,0.341,0.267,68,250,80.6,17.9,48,438,782
156,Eric Thames,551,31,83,63,4,0.136,0.29600000000000004,0.359,124,-1.7,2.1,2356,0.248,0.271,0.309,0.519,0.37799999999999995,0.33799999999999997,0.221,116,468,82.3,17.5,320,1013,1322
157,Eric Young,125,4,24,16,12,0.04,0.248,0.336,108,2.3,0.8,434,0.264,0.155,0.33299999999999996,0.418,0.325,0.251,0.198,29,110,78.4,7.2,66,220,204
158,Erick Aybar,370,7,37,22,11,0.076,0.154,0.3,74,0.5,-0.2,1367,0.23399999999999999,0.114,0.262,0.348,0.287,0.265,0.218,78,333,79.5,12.0,107,647,705
159,Erik Gonzalez,115,4,18,11,1,0.026000000000000002,0.322,0.272,76,0.0,0.3,456,0.255,0.16399999999999998,0.34299999999999997,0.418,0.294,0.28600000000000003,0.242,28,110,81.3,9.3,89,248,204
160,Eugenio Suarez,632,26,87,82,4,0.133,0.233,0.36700000000000005,117,-1.3,4.1,2688,0.26,0.2,0.309,0.461,0.36200000000000004,0.35,0.254,139,534,79.8,15.5,278,1134,1544
161,Evan Gattis,325,12,41,55,0,0.055,0.154,0.311,105,-3.1,0.9,1118,0.263,0.193,0.278,0.457,0.33,0.335,0.275,79,300,83.6,20.8,121,550,564
162,Evan Longoria,677,20,71,86,6,0.068,0.161,0.313,96,1.6,2.5,2504,0.261,0.163,0.282,0.424,0.32,0.309,0.244,160,613,82.1,17.5,259,1241,1245
163,Ezequiel Carrera,325,8,38,20,10,0.092,0.231,0.35600000000000004,107,2.8,0.7,1329,0.282,0.125,0.358,0.408,0.335,0.284,0.22,81,287,78.2,5.9,119,509,800
164,Franchy Cordero,99,3,15,9,1,0.061,0.444,0.276,83,1.4,0.4,403,0.228,0.196,0.4,0.424,0.298,0.271,0.19699999999999998,21,92,81.9,14.0,89,209,194
165,Francisco Cervelli,304,5,31,31,0,0.105,0.214,0.342,93,-1.1,0.9,1212,0.249,0.121,0.311,0.37,0.321,0.317,0.24100000000000002,66,265,81.6,9.1,119,499,706
166,Francisco Lindor,723,33,99,89,15,0.083,0.129,0.337,118,4.7,5.9,2748,0.273,0.23199999999999998,0.275,0.505,0.359,0.35,0.26899999999999996,178,651,83.3,17.4,198,1287,1430
167,Freddie Freeman,514,28,84,71,8,0.126,0.185,0.40299999999999997,152,0.7,4.5,1982,0.307,0.28,0.335,0.586,0.42100000000000004,0.40299999999999997,0.28300000000000003,135,440,84.3,19.6,254,1020,902
168,Freddy Galvis,663,12,71,61,14,0.068,0.16699999999999998,0.309,80,0.9,1.6,2649,0.255,0.127,0.292,0.382,0.304,0.28600000000000003,0.23600000000000002,155,608,81.0,18.6,228,1278,1345
169,Gary Sanchez,525,33,79,90,2,0.076,0.22899999999999998,0.345,130,-1.4,4.4,2035,0.278,0.253,0.304,0.531,0.374,0.379,0.285,131,471,83.3,17.2,276,972,1049
170,Gavin Cecchini,82,1,4,7,0,0.049,0.23199999999999998,0.256,40,-0.7,-0.4,298,0.20800000000000002,0.065,0.263,0.273,0.24,0.228,0.192,16,77,77.8,17.3,36,158,135
171,George Springer,629,34,112,85,5,0.102,0.17600000000000002,0.36700000000000005,140,-2.2,4.5,2554,0.28300000000000003,0.239,0.297,0.522,0.381,0.374,0.27699999999999997,155,548,81.7,14.2,266,1141,1398
172,Gerardo Parra,425,10,56,71,2,0.047,0.158,0.341,90,-4.3,0.8,1536,0.309,0.14300000000000002,0.34299999999999997,0.452,0.34299999999999997,0.311,0.267,121,392,80.9,11.7,154,785,733
173,Giancarlo Stanton,692,59,123,132,2,0.12300000000000001,0.23600000000000002,0.376,156,-2.4,6.9,2785,0.281,0.35,0.28800000000000003,0.631,0.42200000000000004,0.39799999999999996,0.266,168,597,85.6,16.8,373,1174,1553
174,Giovanny Urshela,165,1,14,15,0,0.048,0.133,0.262,43,-2.1,-0.5,592,0.22399999999999998,0.064,0.256,0.28800000000000003,0.24600000000000002,0.281,0.249,35,156,80.2,12.9,53,319,272
175,Gorkys Hernandez,348,0,40,22,12,0.08900000000000001,0.21,0.327,77,3.6,0.4,1428,0.255,0.071,0.331,0.326,0.295,0.27699999999999997,0.222,79,310,78.8,11.5,168,654,737
176,Greg Garcia,290,2,27,20,2,0.128,0.221,0.365,94,1.2,0.7,725,0.19,0.231,0.19399999999999998,0.42200000000000004,0.307,0.324,0.20600000000000002,28,147,84.6,24.6,95,311,412
177,Gregor Blanco,256,3,43,13,15,0.121,0.23,0.337,82,4.8,0.5,1210,0.253,0.079,0.335,0.332,0.316,0.311,0.242,61,241,76.6,11.1,96,474,721
178,Gregory Bird,170,9,20,28,0,0.11199999999999999,0.247,0.28800000000000003,86,-2.2,-0.4,1105,0.24600000000000002,0.11199999999999999,0.321,0.35700000000000004,0.313,0.28300000000000003,0.209,55,224,80.0,17.9,96,439,662
179,Gregory Polanco,411,11,39,35,8,0.066,0.146,0.305,81,3.0,0.5,1555,0.251,0.14,0.272,0.391,0.306,0.299,0.248,95,379,81.1,16.2,148,769,767
180,Guillermo Heredia,426,6,43,24,1,0.063,0.15,0.315,80,-1.3,0.0,1593,0.249,0.08800000000000001,0.284,0.337,0.294,0.273,0.22399999999999998,96,386,79.3,14.4,103,692,864
181,Hanley Ramirez,553,23,58,62,1,0.092,0.21,0.32,93,-5.3,-0.4,2113,0.242,0.188,0.272,0.429,0.32799999999999996,0.35100000000000003,0.262,120,496,82.6,18.5,256,1001,1077
182,Harrison Bader,92,3,10,10,2,0.054000000000000006,0.261,0.28300000000000003,70,1.6,0.1,369,0.235,0.141,0.28800000000000003,0.376,0.289,0.287,0.226,20,85,79.6,13.1,51,176,189
183,Hector Sanchez,143,8,14,25,0,0.035,0.287,0.245,70,-0.8,-0.1,564,0.21899999999999997,0.204,0.247,0.423,0.285,0.267,0.21,30,137,82.3,21.7,86,293,267
184,Hernan Perez,458,14,47,51,13,0.044000000000000004,0.172,0.289,78,2.3,0.6,1568,0.259,0.155,0.28600000000000003,0.414,0.303,0.278,0.24100000000000002,112,432,79.7,13.3,189,816,742
185,Howie Kendrick,334,9,40,41,12,0.066,0.204,0.368,121,-1.0,1.6,1310,0.315,0.161,0.37799999999999995,0.475,0.368,0.33399999999999996,0.27,96,305,82.7,7.7,135,626,676
186,Hunter Pence,539,13,55,67,2,0.07400000000000001,0.18899999999999997,0.315,87,2.7,0.7,2140,0.26,0.126,0.301,0.385,0.31,0.302,0.233,128,493,84.3,11.4,258,958,1176
187,Hunter Renfroe,479,26,51,58,3,0.055999999999999994,0.292,0.284,96,0.7,0.3,1857,0.231,0.23600000000000002,0.275,0.467,0.321,0.301,0.22,103,445,82.9,19.6,295,892,958
188,Hyun Soo Kim,239,1,20,14,0,0.092,0.192,0.307,61,0.3,-1.1,987,0.231,0.061,0.287,0.292,0.27399999999999997,0.321,0.262,49,212,82.0,14.4,77,414,567
189,Ian Desmond,373,7,47,40,15,0.064,0.233,0.326,69,0.7,-0.8,1375,0.27399999999999997,0.1,0.345,0.375,0.31,0.256,0.213,93,339,83.1,6.4,180,654,715
190,Ian Happ,413,24,62,68,8,0.094,0.312,0.32799999999999996,113,-2.6,1.8,1631,0.253,0.261,0.316,0.514,0.35700000000000004,0.32799999999999996,0.23399999999999999,92,364,81.1,18.4,274,797,815
191,Ian Kinsler,613,22,90,52,14,0.09,0.14,0.313,91,1.5,2.4,2422,0.23600000000000002,0.17600000000000002,0.244,0.41200000000000003,0.319,0.326,0.248,130,551,82.4,22.2,166,1071,1336
192,Ichiro Suzuki,215,3,19,20,1,0.079,0.163,0.318,75,0.1,-0.2,870,0.255,0.077,0.297,0.332,0.293,0.252,0.212,50,196,75.4,9.7,70,392,467
193,J.D. Martinez,489,45,85,104,4,0.10800000000000001,0.262,0.376,166,-5.7,3.8,1939,0.303,0.387,0.327,0.69,0.441,0.423,0.28800000000000003,131,432,83.8,16.0,307,983,928
194,J.J. Hardy,268,4,24,24,0,0.045,0.179,0.255,50,-2.3,-0.6,1035,0.217,0.106,0.252,0.32299999999999995,0.255,0.268,0.22899999999999998,55,254,83.0,14.8,75,409,625
195,J.T. Realmuto,579,17,68,65,8,0.062,0.183,0.332,105,1.5,3.6,2180,0.278,0.17300000000000001,0.318,0.451,0.34,0.326,0.263,148,532,83.0,15.2,201,1047,1114
196,J.T. Riddle,247,3,20,31,0,0.049,0.20199999999999999,0.282,64,-1.2,0.0,906,0.25,0.105,0.3,0.355,0.276,0.268,0.226,57,228,80.8,11.4,106,464,426
197,JaCoby Jones,154,3,14,13,6,0.057999999999999996,0.42200000000000004,0.24,34,-0.1,-0.7,593,0.17,0.099,0.28800000000000003,0.27,0.23199999999999998,0.23,0.16399999999999998,24,141,78.5,15.3,113,285,301
198,Jabari Blash,195,5,24,16,1,0.14400000000000002,0.33799999999999997,0.33299999999999996,88,-0.5,-0.1,808,0.213,0.128,0.319,0.341,0.308,0.33,0.21899999999999997,35,164,82.4,18.3,147,362,444
199,Jace Peterson,215,2,15,17,3,0.126,0.223,0.318,69,1.5,-0.4,882,0.215,0.102,0.27899999999999997,0.317,0.29,0.31,0.228,40,186,82.2,8.2,92,336,529
200,Jackie Bradley Jr.,541,17,58,63,8,0.08900000000000001,0.22899999999999998,0.32299999999999995,90,5.1,2.3,2049,0.245,0.158,0.294,0.402,0.321,0.315,0.233,118,482,83.3,15.4,283,957,1067
201,Jacoby Ellsbury,409,7,65,39,22,0.1,0.154,0.348,101,4.7,1.6,1573,0.264,0.138,0.304,0.402,0.32799999999999996,0.312,0.253,94,356,80.9,12.5,122,670,883
202,Jake Lamb,635,30,89,105,6,0.13699999999999998,0.239,0.35700000000000004,111,0.8,2.5,2604,0.248,0.239,0.287,0.48700000000000004,0.365,0.35200000000000004,0.244,133,536,82.4,16.5,243,1018,1532
203,Jake Marisnick,259,16,50,35,9,0.077,0.34700000000000003,0.319,117,3.0,1.4,1073,0.243,0.252,0.32,0.496,0.34600000000000003,0.292,0.193,56,230,80.5,21.5,196,531,522
204,James McCann,391,13,39,49,1,0.066,0.228,0.318,94,-1.8,1.5,1466,0.253,0.162,0.3,0.415,0.32,0.33799999999999997,0.264,89,352,81.9,19.7,177,737,719
205,Jarrett Parker,177,4,14,23,2,0.055999999999999994,0.305,0.294,84,0.7,0.3,740,0.247,0.16899999999999998,0.34299999999999997,0.41600000000000004,0.308,0.29,0.222,41,166,79.0,10.7,96,332,404
206,Jarrod Dyson,390,5,56,30,28,0.07200000000000001,0.141,0.324,85,5.6,2.1,1415,0.251,0.098,0.285,0.35,0.3,0.27699999999999997,0.22699999999999998,87,346,76.7,13.2,85,609,775
207,Jason Castro,407,10,49,47,0,0.111,0.265,0.33299999999999996,93,-2.3,1.6,1649,0.242,0.146,0.318,0.38799999999999996,0.32,0.322,0.23800000000000002,86,356,81.1,16.3,225,733,905
208,Jason Heyward,481,11,59,59,4,0.085,0.139,0.326,88,-0.8,0.9,1733,0.259,0.13,0.284,0.389,0.315,0.315,0.257,112,432,81.7,16.1,132,803,922
209,Jason Kipnis,373,12,43,35,6,0.075,0.19,0.29100000000000004,82,3.5,0.7,1448,0.23199999999999998,0.182,0.256,0.414,0.303,0.3,0.22699999999999998,78,336,81.6,20.1,141,662,776
210,Javier Baez,508,23,75,75,10,0.059000000000000004,0.28300000000000003,0.317,98,3.8,2.2,1899,0.273,0.207,0.345,0.48,0.33899999999999997,0.29,0.22399999999999998,128,469,82.9,15.2,378,1037,799
211,Jay Bruce,617,36,82,101,1,0.092,0.225,0.324,118,-2.1,2.7,2432,0.254,0.254,0.27399999999999997,0.508,0.35600000000000004,0.35100000000000003,0.258,141,555,82.4,19.2,334,1210,1220
212,Jaycob Brugman,162,3,12,12,1,0.111,0.235,0.34600000000000003,90,-0.2,-0.4,662,0.266,0.077,0.34,0.34299999999999997,0.314,0.285,0.228,38,143,79.3,10.9,65,282,373
213,Jayson Werth,289,10,35,29,4,0.121,0.239,0.322,88,1.0,-0.3,1306,0.226,0.16699999999999998,0.27,0.39299999999999996,0.317,0.32799999999999996,0.23399999999999999,57,252,82.4,19.4,110,502,796
214,Jean Segura,566,11,80,45,22,0.06,0.147,0.349,111,-0.5,2.9,2195,0.3,0.128,0.33899999999999997,0.42700000000000005,0.342,0.309,0.261,157,524,81.1,13.2,171,1076,1100
215,Jed Lowrie,645,14,86,69,0,0.113,0.155,0.36,119,-1.0,3.5,2592,0.27699999999999997,0.171,0.314,0.44799999999999995,0.354,0.365,0.287,157,567,82.0,21.5,233,1242,1337
216,Jedd Gyorko,481,20,52,67,6,0.098,0.218,0.341,112,-2.5,2.5,1908,0.272,0.2,0.312,0.47200000000000003,0.35100000000000003,0.32299999999999995,0.237,116,426,82.1,19.0,234,916,989
217,Jeff Mathis,203,2,13,11,1,0.069,0.3,0.27699999999999997,51,-0.4,-0.2,752,0.215,0.10800000000000001,0.309,0.32299999999999995,0.267,0.254,0.203,40,186,79.6,18.0,129,386,355
218,Jefry Marte,145,4,10,14,1,0.09,0.23399999999999999,0.26899999999999996,59,-0.6,-0.6,543,0.17300000000000001,0.134,0.2,0.307,0.261,0.273,0.196,22,127,82.5,12.2,69,238,301
219,Jeimer Candelario,142,3,18,16,0,0.092,0.21100000000000002,0.359,111,-0.7,0.4,529,0.28300000000000003,0.142,0.35100000000000003,0.425,0.348,0.316,0.243,36,127,83.8,17.0,68,238,289
220,Jesse Winker,137,7,21,15,1,0.109,0.175,0.375,135,-0.5,0.6,499,0.298,0.231,0.322,0.529,0.387,0.35,0.278,36,121,83.1,8.9,38,213,286
221,Jesus Aguilar,311,16,40,52,0,0.08,0.302,0.331,112,-0.4,0.9,1320,0.265,0.24,0.337,0.505,0.35700000000000004,0.336,0.245,74,279,83.4,15.3,204,613,702
222,Jesus Sucre,192,7,20,29,2,0.036000000000000004,0.182,0.289,85,-0.6,0.8,720,0.256,0.153,0.275,0.409,0.298,0.306,0.258,45,176,81.4,17.7,83,343,372
223,Jett Bandy,188,6,14,18,1,0.08,0.271,0.287,66,-0.2,-0.2,731,0.207,0.142,0.259,0.349,0.285,0.27899999999999997,0.214,35,169,80.2,19.6,98,375,351
224,Jim Adduci,93,1,14,10,1,0.10800000000000001,0.29,0.32299999999999995,91,0.3,0.2,387,0.24100000000000002,0.157,0.345,0.39799999999999996,0.318,0.311,0.245,20,83,82.3,13.5,49,195,192
225,Joc Pederson,323,11,44,35,4,0.121,0.21100000000000002,0.331,100,0.6,0.6,1363,0.212,0.19399999999999998,0.24100000000000002,0.40700000000000003,0.327,0.33899999999999997,0.233,58,273,83.4,18.3,141,586,758
226,Joe Mauer,597,7,69,71,2,0.111,0.139,0.384,116,-6.2,2.3,2613,0.305,0.11199999999999999,0.349,0.41700000000000004,0.35700000000000004,0.373,0.306,160,525,85.0,11.3,122,948,1646
227,Joe Panik,573,10,60,53,4,0.08,0.094,0.34700000000000003,104,-2.1,2.0,2196,0.28800000000000003,0.133,0.301,0.42100000000000004,0.336,0.312,0.257,147,511,81.0,15.3,105,944,1231
228,Joey Gallo,532,41,85,80,7,0.141,0.368,0.33299999999999996,123,4.6,2.9,2246,0.209,0.327,0.25,0.537,0.369,0.374,0.218,94,449,85.0,24.4,458,1056,1177
