,player_name_x,PA,HR,R,RBI,SB,BB_percentage,K_percentage,OBP,wRC+,BsR,WAR,pitches,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,whiffs,swings,takes
342,Nick Ahmed,178,6,24,21,3,0.055999999999999994,0.21899999999999997,0.298,76,-0.7,0.2,2605,0.272,0.218,0.313,0.49,0.34700000000000003,0.366,0.28300000000000003,167,614,83.0,16.4,358,1333,1266
343,Nick Castellanos,665,26,73,101,4,0.062,0.214,0.32,111,-2.1,1.7,637,0.251,0.168,0.295,0.419,0.312,0.267,0.22399999999999998,42,167,80.0,14.7,93,326,297
344,Nick Delmonico,166,9,25,23,2,0.139,0.187,0.373,132,-0.5,1.0,476,0.179,0.10400000000000001,0.207,0.28300000000000003,0.253,0.312,0.248,19,106,79.1,11.7,46,197,273
345,Nick Franklin,119,2,9,12,2,0.084,0.185,0.26899999999999996,48,0.9,-0.2,1140,0.244,0.174,0.307,0.418,0.295,0.289,0.237,70,287,81.3,16.5,163,598,535
346,Nick Hundley,303,9,27,35,0,0.04,0.267,0.272,78,-0.8,0.4,2746,0.275,0.11,0.324,0.384,0.331,0.32799999999999996,0.26899999999999996,163,593,83.5,15.4,172,1105,1606
347,Nick Markakis,670,8,76,76,0,0.10099999999999999,0.16399999999999998,0.354,95,-1.1,0.9,1217,0.28800000000000003,0.185,0.375,0.473,0.35,0.314,0.251,90,313,80.9,12.9,248,719,492
348,Nick Williams,343,12,45,55,1,0.057999999999999996,0.28300000000000003,0.33799999999999997,110,-2.2,0.8,679,0.262,0.22,0.27699999999999997,0.48200000000000004,0.374,0.325,0.228,37,141,77.3,15.2,78,312,365
349,Nolan Arenado,680,37,100,130,3,0.091,0.156,0.373,129,0.5,5.6,2659,0.309,0.27699999999999997,0.32,0.586,0.405,0.363,0.27399999999999997,187,606,83.6,21.0,295,1266,1356
350,Nomar Mazara,616,20,64,101,2,0.08900000000000001,0.20600000000000002,0.32299999999999995,92,-2.2,0.4,2466,0.253,0.17,0.293,0.42200000000000004,0.327,0.317,0.242,140,554,83.4,14.2,290,1127,1312
351,Nori Aoki,374,5,48,35,10,0.078,0.11800000000000001,0.335,97,-1.2,0.4,1464,0.27699999999999997,0.11599999999999999,0.301,0.39299999999999996,0.321,0.29100000000000004,0.251,93,336,82.5,11.1,97,671,783
352,Odubel Herrera,563,14,67,56,8,0.055,0.22399999999999998,0.325,100,1.3,2.8,2195,0.281,0.171,0.345,0.452,0.337,0.304,0.253,148,526,81.1,14.5,309,1157,1013
353,Omar Narvaez,295,2,23,14,0,0.129,0.153,0.373,100,-0.9,1.5,1204,0.27699999999999997,0.063,0.33,0.34,0.325,0.317,0.266,70,253,77.5,15.2,77,522,678
354,Orlando Arcia,548,15,56,53,14,0.066,0.182,0.324,85,0.5,1.2,2014,0.27699999999999997,0.13,0.317,0.40700000000000003,0.321,0.284,0.239,140,506,80.5,12.6,275,1068,901
355,Ozzie Albies,244,6,34,28,8,0.086,0.14800000000000002,0.354,112,2.7,1.9,912,0.28600000000000003,0.171,0.316,0.456,0.35200000000000004,0.33,0.26,62,217,82.0,19.2,107,469,434
356,Pablo Sandoval,279,9,27,32,0,0.057,0.19,0.265,64,-1.8,-0.8,1097,0.22,0.147,0.24,0.36700000000000005,0.276,0.293,0.23199999999999998,57,259,82.4,19.1,149,633,463
357,Pat Valaika,195,13,28,40,0,0.036000000000000004,0.272,0.284,92,2.3,0.6,686,0.257,0.273,0.29100000000000004,0.53,0.33299999999999996,0.255,0.21100000000000002,47,183,79.1,18.7,123,382,303
358,Patrick Kivlehan,204,9,23,26,1,0.10800000000000001,0.299,0.304,83,0.5,-0.2,800,0.20800000000000002,0.191,0.257,0.39899999999999997,0.31,0.284,0.19,37,178,79.2,13.8,124,369,427
359,Paul DeJong,443,25,55,65,1,0.047,0.28,0.325,122,-2.4,3.0,1761,0.285,0.247,0.349,0.532,0.365,0.32299999999999995,0.254,119,417,80.4,21.7,253,906,847
360,Paul Goldschmidt,665,36,117,120,18,0.141,0.221,0.40399999999999997,142,3.3,5.3,2816,0.297,0.265,0.34299999999999997,0.563,0.413,0.397,0.278,166,558,85.3,15.8,300,1130,1624
361,Paulo Orlando,90,2,9,6,1,0.011000000000000001,0.222,0.225,34,0.3,-0.4,296,0.198,0.105,0.23399999999999999,0.302,0.22899999999999998,0.292,0.255,17,86,82.8,15.7,52,173,119
362,Peter Bourjos,203,5,27,15,5,0.059000000000000004,0.261,0.272,74,0.8,0.1,814,0.223,0.16,0.282,0.38299999999999995,0.284,0.23600000000000002,0.19,42,188,80.3,12.7,114,392,414
363,Rafael Devers,240,10,34,30,3,0.075,0.23800000000000002,0.33799999999999997,111,0.1,0.9,901,0.284,0.198,0.342,0.48200000000000004,0.355,0.29600000000000004,0.223,63,222,82.5,16.0,120,452,437
364,Raimel Tapia,171,2,27,16,5,0.047,0.21100000000000002,0.32899999999999996,81,2.5,-0.1,617,0.28800000000000003,0.138,0.361,0.425,0.32899999999999996,0.272,0.242,46,160,75.4,15.1,78,354,252
365,Rajai Davis,366,5,56,20,29,0.07400000000000001,0.22699999999999998,0.293,72,3.9,0.0,1335,0.23399999999999999,0.113,0.297,0.34700000000000003,0.284,0.261,0.214,79,337,80.0,15.6,166,670,656
366,Randal Grichuk,442,22,53,59,6,0.059000000000000004,0.301,0.285,94,3.0,1.4,1704,0.23800000000000002,0.235,0.293,0.473,0.32299999999999995,0.321,0.233,98,412,83.6,21.0,257,867,823
367,Rene Rivera,237,10,23,35,0,0.059000000000000004,0.295,0.305,91,-2.9,1.0,887,0.252,0.179,0.324,0.431,0.319,0.32299999999999995,0.25,55,218,80.7,17.7,162,483,388
368,Rey Fuentes,145,3,19,9,4,0.055,0.24100000000000002,0.278,55,0.9,-0.2,584,0.235,0.10300000000000001,0.29600000000000004,0.33799999999999997,0.272,0.256,0.217,32,136,77.6,12.7,82,289,292
369,Rhys Hoskins,212,18,37,48,2,0.175,0.217,0.396,158,2.1,2.2,989,0.259,0.359,0.24100000000000002,0.618,0.424,0.39899999999999997,0.255,44,170,83.6,21.6,78,378,604
370,Rickie Weeks Jr.,112,2,13,8,1,0.107,0.43799999999999994,0.321,85,0.9,0.1,482,0.21600000000000003,0.124,0.413,0.34,0.301,0.261,0.165,21,97,81.8,18.8,98,211,268
371,Rio Ruiz,173,4,22,19,1,0.11,0.237,0.28300000000000003,56,0.3,-0.1,685,0.193,0.113,0.231,0.307,0.267,0.303,0.22,29,150,82.9,14.5,91,335,347
372,Rob Refsnyder,98,0,8,0,4,0.08199999999999999,0.17300000000000001,0.247,22,0.5,-0.7,358,0.17,0.045,0.21100000000000002,0.21600000000000003,0.21600000000000003,0.27399999999999997,0.221,15,88,82.3,9.4,33,148,205
373,Robbie Grossman,456,9,62,45,3,0.147,0.17300000000000001,0.361,102,0.1,0.5,1822,0.24600000000000002,0.134,0.287,0.38,0.33299999999999996,0.341,0.26,94,382,80.0,16.6,122,700,1117
374,Roberto Perez,248,8,22,38,0,0.105,0.28600000000000003,0.29100000000000004,75,-1.5,0.5,1096,0.207,0.166,0.266,0.373,0.289,0.295,0.22,45,217,80.8,14.8,110,429,660
375,Robinson Cano,648,23,79,97,1,0.076,0.131,0.33799999999999997,112,-3.0,3.2,2345,0.28,0.172,0.294,0.45299999999999996,0.345,0.363,0.297,166,592,85.0,13.8,214,1204,1107
376,Robinson Chirinos,309,17,46,38,1,0.11,0.256,0.36,127,-2.1,2.3,1274,0.255,0.251,0.298,0.506,0.37200000000000005,0.33399999999999996,0.217,67,263,83.4,21.7,179,554,708
377,Ronald Torreyes,336,3,35,36,2,0.033,0.128,0.314,82,0.3,0.6,1075,0.292,0.083,0.326,0.375,0.299,0.24100000000000002,0.226,92,315,76.9,14.3,100,631,436
378,Rougned Odor,651,30,79,75,15,0.049,0.249,0.252,61,2.0,-1.0,2425,0.204,0.193,0.22399999999999998,0.397,0.28,0.285,0.221,124,607,83.3,21.4,330,1269,1125
379,Ruben Tejada,124,0,17,5,0,0.065,0.121,0.293,56,-1.6,-0.2,450,0.23,0.053,0.265,0.28300000000000003,0.262,0.311,0.266,26,113,81.8,16.3,33,220,226
380,Russell Martin,365,13,49,35,1,0.13699999999999998,0.22699999999999998,0.34299999999999997,100,-1.3,1.8,1492,0.221,0.166,0.261,0.38799999999999996,0.32799999999999996,0.33799999999999997,0.23600000000000002,68,307,83.8,14.4,141,597,885
381,Ryan Braun,425,17,58,52,12,0.08900000000000001,0.179,0.336,110,-0.2,1.5,1555,0.268,0.218,0.292,0.48700000000000004,0.354,0.344,0.263,102,380,83.5,12.3,177,804,740
382,Ryan Goins,459,9,37,62,3,0.068,0.209,0.28600000000000003,69,-0.8,-0.3,1707,0.237,0.12,0.28300000000000003,0.35600000000000004,0.281,0.261,0.21,99,418,80.1,12.3,161,756,941
383,Ryan Hanigan,112,2,9,12,0,0.071,0.23199999999999998,0.324,59,-0.4,-0.1,414,0.267,0.079,0.33799999999999997,0.34700000000000003,0.299,0.263,0.222,27,101,79.0,8.1,40,180,225
384,Ryan Rua,144,3,17,12,2,0.09699999999999999,0.361,0.294,65,-0.9,-0.5,563,0.217,0.11599999999999999,0.33799999999999997,0.33299999999999996,0.281,0.278,0.207,28,129,80.3,14.8,96,257,304
385,Ryan Schimpf,197,14,24,25,0,0.13699999999999998,0.355,0.284,88,1.9,0.1,846,0.158,0.267,0.145,0.424,0.307,0.29100000000000004,0.156,26,165,82.5,33.1,89,323,517
386,Ryan Zimmerman,576,36,90,108,1,0.076,0.21899999999999997,0.358,138,1.9,3.3,2226,0.303,0.26899999999999996,0.335,0.573,0.39399999999999996,0.375,0.28600000000000003,159,524,85.8,15.6,240,985,1234
387,Ryder Jones,164,2,12,5,1,0.061,0.317,0.244,35,0.7,-1.2,598,0.17300000000000001,0.1,0.25,0.273,0.235,0.225,0.166,26,150,79.2,16.5,94,304,277
388,Ryon Healy,605,25,66,78,0,0.038,0.235,0.302,100,-1.8,0.2,2279,0.271,0.18100000000000002,0.319,0.451,0.326,0.313,0.252,156,576,83.4,15.8,291,1083,1190
389,Salvador Perez,499,27,57,80,1,0.034,0.19,0.297,103,-3.6,2.1,1744,0.268,0.22699999999999998,0.28,0.495,0.336,0.345,0.272,126,471,83.9,20.8,213,1021,711
390,Sam Travis,83,0,13,1,1,0.07200000000000001,0.27699999999999997,0.325,78,0.0,0.0,366,0.263,0.079,0.377,0.342,0.301,0.275,0.226,20,76,82.6,13.9,42,141,224
391,Sandy Leon,301,7,32,39,0,0.083,0.24600000000000002,0.29,67,-3.7,0.3,1245,0.225,0.129,0.28,0.354,0.285,0.26899999999999996,0.213,61,271,78.3,21.1,120,563,676
392,Scooter Gennett,497,27,80,97,3,0.06,0.22899999999999998,0.342,124,-2.4,2.4,1933,0.295,0.23600000000000002,0.33899999999999997,0.531,0.374,0.312,0.247,136,461,81.3,18.0,205,944,975
393,Scott Schebler,531,30,63,67,5,0.073,0.235,0.307,100,0.8,1.4,1903,0.233,0.252,0.248,0.484,0.33799999999999997,0.33899999999999997,0.245,110,473,82.5,16.6,290,988,879
394,Sean Rodriguez,153,5,18,8,1,0.105,0.373,0.276,55,0.3,-0.5,597,0.16699999999999998,0.129,0.243,0.295,0.261,0.255,0.16899999999999998,22,132,78.0,18.1,115,297,292
395,Seth Smith,373,13,50,32,2,0.09699999999999999,0.212,0.34,105,-3.2,0.5,1587,0.258,0.17600000000000002,0.301,0.433,0.34,0.35,0.264,85,330,84.6,14.2,133,647,927
396,Shane Peterson,88,2,9,11,2,0.057,0.239,0.31,90,0.8,0.3,332,0.253,0.139,0.316,0.392,0.305,0.27,0.214,20,79,80.4,21.2,55,185,144
397,Shin-Soo Choo,636,22,96,78,12,0.121,0.21100000000000002,0.35700000000000004,107,-1.7,0.8,2549,0.261,0.162,0.305,0.423,0.344,0.364,0.268,142,544,83.2,12.5,246,1062,1466
398,Starlin Castro,473,16,66,63,2,0.049,0.19699999999999998,0.33799999999999997,110,1.3,1.9,1843,0.3,0.153,0.34700000000000003,0.45399999999999996,0.345,0.303,0.254,133,443,81.4,13.5,213,918,917
399,Starling Marte,339,7,48,31,21,0.059000000000000004,0.18600000000000003,0.33299999999999996,91,2.6,1.2,1318,0.275,0.10400000000000001,0.324,0.379,0.318,0.307,0.248,85,309,77.7,12.3,150,652,647
400,Stephen Drew,106,1,9,17,0,0.075,0.198,0.302,70,0.2,0.1,440,0.253,0.105,0.303,0.358,0.29,0.267,0.209,24,95,84.2,23.0,38,177,263
401,Stephen Piscotty,401,9,40,39,3,0.13,0.217,0.342,92,-3.8,0.2,1625,0.235,0.132,0.28600000000000003,0.36700000000000005,0.319,0.337,0.242,80,341,79.3,12.5,184,757,851
402,Stephen Vogt,303,12,25,40,0,0.069,0.185,0.285,83,-2.4,-0.5,1241,0.233,0.19,0.249,0.423,0.305,0.29100000000000004,0.228,65,279,81.1,20.9,98,552,684
403,Steve Pearce,348,13,38,37,0,0.078,0.195,0.319,99,-1.0,0.0,1376,0.252,0.185,0.281,0.43799999999999994,0.32899999999999996,0.312,0.239,79,313,82.6,16.2,139,650,717
404,Steven Souza Jr.,617,30,78,78,16,0.136,0.29,0.35100000000000003,120,3.3,3.7,2498,0.239,0.22,0.302,0.45899999999999996,0.353,0.33399999999999996,0.223,125,523,81.5,16.4,350,1091,1384
405,Stuart Turner,89,2,4,7,0,0.055999999999999994,0.247,0.182,6,-1.4,-0.8,319,0.134,0.11,0.153,0.244,0.187,0.233,0.188,11,82,83.2,14.3,40,151,168
406,T.J. Rivera,231,5,27,27,1,0.039,0.139,0.33,103,1.1,0.8,780,0.29,0.14,0.318,0.43,0.331,0.294,0.254,62,214,80.4,17.4,85,411,364
407,Taylor Motter,280,7,29,26,12,0.075,0.221,0.257,57,0.7,-0.6,1115,0.198,0.128,0.23199999999999998,0.326,0.259,0.28800000000000003,0.23399999999999999,51,258,80.2,18.6,104,497,617
408,Teoscar Hernandez,95,8,16,20,0,0.063,0.379,0.305,132,0.9,0.7,429,0.261,0.341,0.33299999999999996,0.602,0.377,0.317,0.218,23,88,76.8,18.7,76,215,211
409,Tim Anderson,606,17,72,56,15,0.021,0.267,0.276,78,3.7,0.2,2117,0.257,0.145,0.32799999999999996,0.402,0.293,0.264,0.22899999999999998,151,587,80.1,12.1,345,1158,948
410,Tim Beckham,575,22,67,62,6,0.063,0.29,0.32799999999999996,109,0.6,3.5,2313,0.278,0.17600000000000002,0.365,0.45399999999999996,0.33899999999999997,0.317,0.249,148,533,81.1,13.5,362,1166,1137
411,Todd Frazier,576,27,74,76,4,0.14400000000000002,0.217,0.344,108,-2.0,3.0,2500,0.213,0.215,0.226,0.428,0.34,0.35200000000000004,0.22899999999999998,101,474,81.6,23.1,259,1004,1473
412,Tomas Telis,111,0,13,9,0,0.027000000000000003,0.09,0.27899999999999997,64,0.2,-0.4,421,0.24,0.106,0.263,0.34600000000000003,0.275,0.284,0.251,25,104,80.1,12.5,19,181,236
413,Tommy Joseph,533,22,51,69,1,0.062,0.242,0.289,85,-4.4,-1.1,2030,0.24,0.192,0.28,0.43200000000000005,0.311,0.302,0.24,119,495,83.8,18.0,267,1005,1019
414,Tommy La Stella,151,5,18,22,0,0.132,0.11900000000000001,0.389,126,0.1,0.8,637,0.28800000000000003,0.184,0.298,0.47200000000000003,0.37200000000000005,0.341,0.259,36,125,82.5,19.0,41,281,349
415,Tommy Pham,530,23,95,73,25,0.134,0.221,0.41100000000000003,148,5.3,5.9,2120,0.306,0.214,0.368,0.52,0.40299999999999997,0.366,0.267,136,444,83.1,10.7,168,802,1305
416,Tony Wolters,266,0,30,16,0,0.124,0.207,0.341,49,-1.3,-0.1,1066,0.24,0.044000000000000004,0.316,0.284,0.29100000000000004,0.27899999999999997,0.217,55,229,78.6,11.2,89,448,579
417,Travis Jankowski,87,0,10,1,4,0.10300000000000001,0.322,0.282,43,1.4,-0.1,366,0.187,0.027000000000000003,0.298,0.213,0.233,0.222,0.16399999999999998,14,75,79.1,11.8,44,157,205
418,Travis Shaw,606,31,84,101,10,0.099,0.228,0.349,119,-1.8,3.4,2417,0.273,0.24,0.312,0.513,0.369,0.33299999999999996,0.25,147,538,83.3,19.0,229,1081,1306
419,Travis d'Arnaud,376,16,39,57,0,0.061,0.157,0.293,91,-2.0,0.8,1376,0.244,0.198,0.25,0.44299999999999995,0.316,0.307,0.242,85,348,82.2,18.0,170,712,650
420,Trea Turner,447,11,75,45,46,0.067,0.179,0.33799999999999997,105,7.9,3.0,1694,0.284,0.16699999999999998,0.32899999999999996,0.451,0.344,0.305,0.245,117,412,84.0,11.8,168,737,942
421,Trevor Plouffe,313,9,31,19,1,0.08900000000000001,0.281,0.272,58,-2.8,-1.2,1263,0.198,0.12,0.251,0.318,0.265,0.28600000000000003,0.218,56,283,82.0,19.3,139,561,691
422,Trevor Story,555,24,68,82,7,0.08800000000000001,0.344,0.308,81,1.0,1.3,2298,0.239,0.21899999999999997,0.332,0.457,0.33,0.289,0.205,120,503,81.6,22.4,346,1098,1182
423,Trey Mancini,586,24,65,78,1,0.055999999999999994,0.237,0.33799999999999997,117,-0.4,1.8,2281,0.293,0.195,0.35200000000000004,0.488,0.35600000000000004,0.336,0.262,159,543,82.5,11.4,330,1160,1114
424,Troy Tulowitzki,260,7,16,26,0,0.065,0.154,0.3,78,-3.5,0.0,967,0.249,0.129,0.272,0.37799999999999995,0.299,0.28600000000000003,0.23600000000000002,60,241,81.7,14.5,79,440,525
425,Tucker Barnhart,423,7,26,44,4,0.099,0.161,0.34700000000000003,92,-3.5,2.0,1581,0.27,0.132,0.312,0.40299999999999997,0.32899999999999996,0.327,0.26899999999999996,100,370,80.8,12.6,140,735,801
426,Ty Kelly,105,2,11,14,0,0.076,0.23800000000000002,0.257,53,1.3,-0.2,432,0.191,0.146,0.231,0.337,0.25,0.257,0.21,17,89,77.0,13.9,37,165,266
427,Tyler Collins,169,5,18,14,0,0.107,0.325,0.278,62,-1.3,-0.2,697,0.193,0.14,0.264,0.33299999999999996,0.27399999999999997,0.28,0.196,29,150,83.9,23.6,100,315,382
428,Tyler Flowers,370,12,41,49,0,0.084,0.222,0.37799999999999995,120,0.3,2.5,1440,0.281,0.16399999999999998,0.342,0.445,0.364,0.34700000000000003,0.264,89,317,81.8,14.4,176,687,729
429,Tyler Moore,203,6,17,30,0,0.049,0.276,0.267,72,-0.5,-0.2,771,0.23,0.171,0.287,0.401,0.285,0.27,0.212,43,187,83.3,21.2,116,392,377
430,Tyler Saladino,281,0,23,10,5,0.08199999999999999,0.23800000000000002,0.254,33,0.2,-1.2,1153,0.17800000000000002,0.051,0.242,0.22899999999999998,0.225,0.23,0.18,45,253,80.1,16.6,119,484,660
431,Victor Martinez,435,10,38,47,0,0.083,0.145,0.324,85,-6.6,-1.1,1667,0.255,0.11699999999999999,0.28,0.37200000000000005,0.311,0.344,0.271,100,392,84.2,16.2,124,773,877
432,Welington Castillo,365,20,44,53,0,0.06,0.266,0.32299999999999995,113,-2.3,2.7,1445,0.282,0.20800000000000002,0.336,0.49,0.35,0.34299999999999997,0.268,96,341,84.1,18.5,154,626,819
433,Whit Merrifield,630,19,80,78,34,0.046,0.14,0.324,105,4.4,3.1,2370,0.28800000000000003,0.172,0.308,0.46,0.33799999999999997,0.314,0.258,169,587,82.5,20.4,210,1198,1160
434,Wil Myers,649,30,80,74,20,0.10800000000000001,0.27699999999999997,0.32799999999999996,109,0.6,0.9,2678,0.243,0.22,0.297,0.46399999999999997,0.342,0.321,0.223,138,567,83.1,19.3,305,1177,1484
435,Willson Contreras,428,21,50,74,5,0.105,0.22899999999999998,0.35600000000000004,121,-6.0,3.2,1614,0.276,0.223,0.319,0.499,0.368,0.336,0.244,104,377,81.5,12.5,231,759,832
436,Willy Garcia,119,2,15,12,0,0.092,0.261,0.305,86,-0.8,0.0,479,0.23800000000000002,0.162,0.311,0.4,0.305,0.275,0.204,25,105,83.4,16.4,65,208,269
437,Wilmer Difo,365,5,47,21,10,0.066,0.203,0.319,76,3.4,1.0,1367,0.271,0.099,0.332,0.37,0.302,0.28600000000000003,0.25,90,332,77.8,11.2,180,701,630
438,Wilmer Flores,362,18,42,52,1,0.047,0.149,0.307,106,-2.6,0.9,1473,0.271,0.217,0.27,0.488,0.33799999999999997,0.318,0.259,91,336,82.3,20.0,125,760,706
439,Wilson Ramos,224,11,19,35,0,0.045,0.161,0.29,92,-3.1,0.4,725,0.26,0.188,0.262,0.447,0.312,0.326,0.261,54,208,79.5,11.0,85,402,316
440,Xander Bogaerts,635,10,94,62,15,0.08800000000000001,0.183,0.34299999999999997,96,8.3,3.2,2564,0.273,0.13,0.327,0.40299999999999997,0.331,0.28300000000000003,0.23199999999999998,156,571,81.0,12.7,222,1065,1472
441,Yadier Molina,543,18,60,82,9,0.052000000000000005,0.136,0.312,94,-5.1,2.1,2014,0.273,0.166,0.285,0.439,0.32299999999999995,0.33899999999999997,0.27899999999999997,137,501,82.9,20.4,197,1050,941
442,Yan Gomes,383,14,43,56,0,0.081,0.258,0.309,87,0.3,1.8,1460,0.23199999999999998,0.16699999999999998,0.28300000000000003,0.39899999999999997,0.311,0.281,0.20199999999999999,79,341,81.2,21.0,209,764,686
443,Yandy Diaz,179,0,25,13,2,0.11699999999999999,0.196,0.35200000000000004,86,0.8,0.5,719,0.263,0.064,0.336,0.327,0.312,0.331,0.266,41,156,87.1,6.0,52,280,438
444,Yangervis Solarte,512,18,49,64,3,0.07200000000000001,0.11900000000000001,0.314,93,-2.8,1.1,1787,0.255,0.161,0.258,0.41600000000000004,0.32,0.303,0.245,119,466,81.0,16.7,144,912,855
445,Yasiel Puig,570,28,72,74,15,0.11199999999999999,0.175,0.34600000000000003,117,-7.6,2.9,2142,0.263,0.22399999999999998,0.27399999999999997,0.48700000000000004,0.359,0.348,0.254,131,499,82.7,14.4,242,979,1134
446,Yasmani Grandal,482,22,50,58,0,0.083,0.27,0.308,102,-4.0,2.5,1916,0.247,0.212,0.298,0.45899999999999996,0.33,0.28800000000000003,0.21600000000000003,108,438,81.9,20.3,248,887,1020
447,Yasmany Tomas,180,8,19,32,0,0.07200000000000001,0.278,0.294,89,0.9,0.1,662,0.24100000000000002,0.223,0.294,0.46399999999999997,0.325,0.321,0.23,40,166,84.8,13.7,110,348,314
448,Yoan Moncada,231,8,31,22,3,0.126,0.32,0.33799999999999997,104,1.6,0.9,971,0.231,0.18100000000000002,0.325,0.41200000000000003,0.332,0.306,0.209,46,199,81.5,15.2,132,415,550
449,Yoenis Cespedes,321,17,46,42,0,0.081,0.19,0.35200000000000004,131,-0.8,1.6,1337,0.292,0.247,0.316,0.54,0.381,0.35100000000000003,0.262,85,291,82.1,20.8,135,644,671
450,Yolmer Sanchez,534,12,63,59,8,0.066,0.20800000000000002,0.319,94,-1.3,2.1,2010,0.267,0.147,0.321,0.413,0.316,0.276,0.22899999999999998,129,484,79.6,16.2,239,1000,989
451,Yonder Alonso,521,28,72,67,2,0.131,0.226,0.365,132,-2.5,2.4,2097,0.267,0.23600000000000002,0.302,0.502,0.376,0.368,0.262,120,450,83.0,20.4,255,976,1096
452,Yulieski Gurriel,564,18,69,75,3,0.039,0.11,0.332,118,0.9,1.8,1937,0.299,0.187,0.308,0.486,0.35100000000000003,0.327,0.28300000000000003,158,529,85.1,13.8,164,932,991
453,Yunel Escobar,381,7,43,31,1,0.076,0.134,0.33299999999999996,100,-4.8,0.8,1357,0.27399999999999997,0.12300000000000001,0.305,0.397,0.324,0.33,0.272,96,350,84.3,7.1,126,637,718
454,Zack Cozart,507,24,80,63,3,0.122,0.154,0.385,141,-1.5,5.0,2125,0.297,0.251,0.312,0.5479999999999999,0.39899999999999997,0.332,0.255,130,438,81.7,16.3,139,868,1249
455,Zack Granite,107,1,14,13,2,0.11199999999999999,0.084,0.321,67,-1.5,-0.2,431,0.237,0.054000000000000006,0.25,0.29,0.28,0.29100000000000004,0.25,22,93,79.9,15.4,10,160,265
